1633.534790,1633.534790
1637.414795,1633.922852
1635.139648,1634.044556
1631.852051,1633.825317
1634.463867,1633.889160
1631.050415,1633.605225
1632.512695,1633.495972
1632.940918,1633.440430
1633.014160,1633.397827
1633.000000,1633.358032
1627.701904,1632.792480
1631.473877,1632.660645
1635.108276,1632.905396
1632.003418,1632.815186
1631.260010,1632.659668
1636.713379,1633.065063
1633.607910,1633.119385
1635.443970,1633.351807
1632.999390,1633.316528
1630.840698,1633.068970
1629.280029,1632.690063
1631.510376,1632.572144
1634.159302,1632.730835
1630.950928,1632.552856
1634.770630,1632.774658
1629.590210,1632.456177
1630.758423,1632.286377
1629.565063,1632.014282
1635.947388,1632.407593
1628.523438,1632.019165
1630.824585,1631.899658
1628.840698,1631.593750
1628.866943,1631.321045
1626.435303,1630.832520
1623.359863,1630.085205
1623.225342,1629.399170
1621.124512,1628.571655
1621.534668,1627.867920
1624.408081,1627.521973
1617.211426,1626.490967
1614.912842,1625.333130
1612.877197,1624.087524
1608.174561,1622.496216
1607.090210,1620.955566
1605.571533,1619.417114
1603.615845,1617.837036
1599.007446,1615.954102
1598.359253,1614.194580
1593.002441,1612.075317
1585.833984,1609.451172
1579.385132,1606.444580
1577.566772,1603.556763
1570.604004,1600.261475
1561.989258,1596.434204
1556.509399,1592.441772
1549.408813,1588.138428
1542.981689,1583.622803
1532.770142,1578.537598
1524.997681,1573.183594
1519.192749,1567.784546
1504.443970,1561.450439
1493.410645,1554.646484
1482.806152,1547.462402
1473.985107,1540.114624
1457.306030,1531.833740
1447.950195,1523.445435
1433.223267,1514.423218
1421.645752,1505.145508
1404.410156,1495.072021
1388.390137,1484.403809
1368.034302,1472.766846
1354.557129,1460.945923
1330.881104,1447.939453
1318.645874,1435.010132
1293.066895,1420.815796
1272.372925,1405.971558
1255.755005,1390.949951
1228.940063,1374.749023
1206.852295,1357.959351
1185.786255,1340.742065
1158.885864,1322.556396
1130.716064,1303.372314
1105.408936,1283.575928
1078.579468,1263.076294
1053.359131,1242.104614
1023.701111,1220.264282
995.260559,1197.763916
970.440613,1175.031616
943.058960,1151.834351
909.032349,1127.554199
881.949768,1102.993774
851.116760,1077.806030
820.415039,1052.066895
793.578857,1026.218140
760.549316,999.651245
735.506165,973.236755
705.300415,946.443115
673.424316,919.141235
649.986511,892.225769
621.532166,865.156433
592.065857,837.847351
563.293091,810.391907
537.143921,783.067139
512.146790,755.975098
486.648590,729.042419
465.066895,702.644897
443.579987,676.738403
418.096832,650.874268
392.396210,625.026489
370.152130,599.539062
350.558533,574.640991
331.589233,550.335815
312.516785,526.553894
292.219513,503.120453
275.463013,480.354706
263.746918,458.693939
244.053040,437.229858
230.368774,416.543762
217.274216,396.616821
202.721497,377.227295
190.386261,358.543182
179.563675,340.645233
168.719925,323.452698
156.422821,306.749725
148.525528,290.927307
137.781967,275.612762
129.002914,260.951782
121.215004,246.978104
112.563057,233.536606
105.740150,220.756958
100.667175,208.747986
93.021782,197.175369
87.729858,186.230820
82.176865,175.825424
77.190971,165.961975
73.078758,156.673660
69.129776,147.919266
63.634083,139.490753
59.080936,131.449768
57.213818,124.026176
52.428928,116.866455
50.761421,110.255951
45.717136,103.802071
43.818832,97.803749
39.843361,92.007713
38.077473,86.614693
36.749321,81.628159
33.426506,76.807991
32.390099,72.366203
30.366718,68.166252
27.953978,64.145027
27.732965,60.503822
25.893066,57.042747
24.364706,53.774944
22.219534,50.619404
21.925137,47.749977
21.139261,45.088905
20.266827,42.606697
18.197880,40.165817
18.805571,38.029793
16.240007,35.850815
15.101442,33.775879
16.297539,32.028046
13.728719,30.198112
12.591928,28.437494
13.344966,26.928242
14.907389,25.726156
12.520664,24.405607
12.603414,23.225388
11.002422,22.003092
9.729644,20.775747
11.028661,19.801039
11.045893,18.925524
9.286629,17.961634
9.660676,17.131538
9.965715,16.414955
9.118380,15.685298
8.063675,14.923136
7.154732,14.146296
6.828489,13.414515
8.064180,12.879481
7.891881,12.380721
7.544757,11.897124
7.599500,11.467361
6.719294,10.992555
6.844321,10.577731
6.795848,10.199543
5.383538,9.717942
5.291960,9.275344
6.099149,8.957725
6.339813,8.695933
5.832147,8.409554
6.984868,8.267086
5.732535,8.013631
4.405000,7.652768
6.053870,7.492878
4.660182,7.209609
5.360422,7.024690
5.198163,6.842037
6.098723,6.767706
3.921333,6.483068
4.757753,6.310537
4.789701,6.158453
3.448865,5.887495
3.700832,5.668828
5.691463,5.671092
4.672935,5.571276
4.106769,5.424826
4.276199,5.309963
4.193942,5.198361
3.451142,5.023639
3.182840,4.839559
5.709038,4.926507
4.174242,4.851280
4.913001,4.857452
3.290165,4.700724
3.801932,4.610845
3.534999,4.503260
3.982472,4.451181
3.752033,4.381267
3.797608,4.322901
2.531224,4.143733
3.469770,4.076337
2.726929,3.941396
4.087598,3.956016
4.482627,4.008677
3.652143,3.973024
3.438274,3.919549
3.504455,3.878040
2.672398,3.757475
2.624281,3.644156
2.406004,3.520341
3.561716,3.524478
3.650526,3.537083
2.905202,3.473895
3.467118,3.473217
3.381178,3.464014
3.674206,3.485033
2.124241,3.348953
2.811388,3.295197
4.028983,3.368576
3.092603,3.340978
4.085100,3.415390
3.005124,3.374364
3.360401,3.372968
3.498534,3.385524
4.026220,3.449594
2.659717,3.370606
3.360560,3.369601
3.185529,3.351194
4.823414,3.498416
2.574995,3.406074
3.577465,3.423213
3.565326,3.437425
2.261954,3.319878
2.908617,3.278752
1.704347,3.121311
2.047448,3.013925
2.444933,2.957026
3.482344,3.009558
2.710121,2.979614
2.780943,2.959747
2.766466,2.940419
3.230695,2.969446
2.553468,2.927849
2.513414,2.886405
3.232577,2.921022
3.739672,3.002887
2.787157,2.981314
2.457516,2.928934
2.343223,2.870363
3.840868,2.967414
2.799490,2.950621
5.029418,3.158501
2.645372,3.107188
3.190029,3.115472
2.303752,3.034300
3.254905,3.056361
1.757706,2.926495
2.887638,2.922610
2.181289,2.848478
3.924445,2.956074
3.081683,2.968635
2.190016,2.890773
1.891062,2.790802
2.183209,2.730043
3.255112,2.782550
1.473537,2.651649
3.398398,2.726323
2.327088,2.686400
1.825958,2.600356
2.076250,2.547945
2.301593,2.523310
2.702998,2.541279
2.796295,2.566781
1.680437,2.478146
1.946256,2.424957
3.244973,2.506959
3.336101,2.589873
2.695442,2.600430
2.601709,2.600558
2.030955,2.543597
3.194736,2.608711
2.234426,2.571283
2.156571,2.529811
2.108928,2.487723
2.984330,2.537384
2.584931,2.542139
4.211563,2.709081
2.612780,2.699451
2.770827,2.706588
2.423598,2.678289
1.978579,2.608318
3.320157,2.679502
1.847372,2.596289
2.161270,2.552787
3.406851,2.638193
1.687494,2.543123
1.883443,2.477155
1.696801,2.399120
2.185273,2.377735
2.745697,2.414532
3.677269,2.540805
2.070230,2.493748
2.528928,2.497266
3.604589,2.607998
2.732726,2.620471
2.750853,2.633509
2.046936,2.574852
2.292271,2.546594
2.442423,2.536177
2.361039,2.518663
2.458444,2.512641
1.551594,2.416536
2.410479,2.415931
2.449127,2.419250
3.085918,2.485917
2.186695,2.455995
2.779676,2.488363
2.917230,2.531250
2.236847,2.501810
2.760386,2.527667
2.729784,2.547879
3.356433,2.628734
1.784226,2.544284
2.168705,2.506726
1.938684,2.449922
1.934202,2.398350
2.005966,2.359111
1.663507,2.289551
1.796639,2.240260
2.415224,2.257756
2.359591,2.267940
1.489902,2.190136
2.315773,2.202699
2.775169,2.259946
2.386310,2.272583
3.204276,2.365752
3.020681,2.431245
2.143271,2.402448
2.732333,2.435436
2.499807,2.441873
2.428336,2.440520
2.715521,2.468020
1.652570,2.386475
2.347543,2.382581
2.255629,2.369886
2.359179,2.368815
3.010660,2.433000
1.500865,2.339786
2.228424,2.328650
1.419875,2.237772
1.953039,2.209299
2.517996,2.240169
2.070390,2.223191
2.084226,2.209295
1.559968,2.144362
2.974241,2.227350
1.328317,2.137446
2.863354,2.210037
